Height Pressure Rho
3.485191e+04 2.184436e+00 3.810215e-04
3.486267e+04 2.144526e+00 3.759934e-04
3.487337e+04 2.105345e+00 3.710319e-04
3.488402e+04 2.066880e+00 3.661361e-04
3.489462e+04 2.029118e+00 3.613050e-04
3.490516e+04 1.992046e+00 3.565379e-04
3.491564e+04 1.955651e+00 3.518339e-04
3.492607e+04 1.919921e+00 3.471920e-04
3.493645e+04 1.884843e+00 3.426116e-04
3.494678e+04 1.850407e+00 3.380918e-04
3.495705e+04 1.816600e+00 3.336318e-04
3.496727e+04 1.783410e+00 3.292308e-04
3.497743e+04 1.750827e+00 3.248880e-04
3.498755e+04 1.718839e+00 3.206026e-04
3.499761e+04 1.687436e+00 3.163739e-04
3.500762e+04 1.656606e+00 3.122011e-04
3.501758e+04 1.626340e+00 3.080836e-04
3.502748e+04 1.596626e+00 3.040204e-04
3.503734e+04 1.567455e+00 3.000110e-04
3.504715e+04 1.538818e+00 2.960545e-04
3.505690e+04 1.510703e+00 2.921504e-04
3.506661e+04 1.483103e+00 2.882979e-04
3.507626e+04 1.456006e+00 2.844963e-04
3.508587e+04 1.429405e+00 2.807450e-04
3.509542e+04 1.403289e+00 2.770433e-04
3.510493e+04 1.377651e+00 2.733904e-04
3.511438e+04 1.352481e+00 2.697859e-04
3.512379e+04 1.327771e+00 2.662290e-04
3.513315e+04 1.303512e+00 2.627190e-04
3.514246e+04 1.279697e+00 2.592555e-04
3.515173e+04 1.256317e+00 2.558377e-04
3.516094e+04 1.233363e+00 2.524651e-04
3.517011e+04 1.210830e+00 2.491370e-04
3.517923e+04 1.188708e+00 2.458529e-04
3.518831e+04 1.166990e+00 2.426122e-04
3.519734e+04 1.145669e+00 2.394143e-04
3.520632e+04 1.124737e+00 2.362586e-04
3.521525e+04 1.104188e+00 2.331446e-04
3.522414e+04 1.084014e+00 2.300717e-04
3.523298e+04 1.064209e+00 2.270394e-04
3.524178e+04 1.044766e+00 2.240471e-04
3.525053e+04 1.025678e+00 2.210943e-04
3.525924e+04 1.006939e+00 2.181806e-04
3.526790e+04 9.885417e-01 2.153053e-04
3.527652e+04 9.704809e-01 2.124679e-04
3.528509e+04 9.527500e-01 2.096680e-04
3.529362e+04 9.353432e-01 2.069051e-04
3.530210e+04 9.182543e-01 2.041786e-04
3.531054e+04 9.014776e-01 2.014881e-04
3.531894e+04 8.850075e-01 1.988331e-04
3.532729e+04 8.688383e-01 1.962132e-04
3.533560e+04 8.529644e-01 1.936278e-04
3.534387e+04 8.373807e-01 1.910765e-04
3.535209e+04 8.220816e-01 1.885589e-04
3.536028e+04 8.070620e-01 1.860746e-04
3.536842e+04 7.923169e-01 1.836229e-04
3.537651e+04 7.778411e-01 1.812037e-04
3.538457e+04 7.636298e-01 1.788163e-04
3.539258e+04 7.496782e-01 1.764605e-04
3.540056e+04 7.359814e-01 1.741357e-04
3.540849e+04 7.225349e-01 1.718415e-04
3.541638e+04 7.093341e-01 1.695776e-04
3.542423e+04 6.963745e-01 1.673436e-04
3.543204e+04 6.836516e-01 1.651390e-04
3.543981e+04 6.711612e-01 1.629635e-04
3.544754e+04 6.588990e-01 1.608167e-04
3.545523e+04 6.468608e-01 1.586982e-04
3.546288e+04 6.350425e-01 1.566076e-04
3.547049e+04 6.234402e-01 1.545445e-04
3.547806e+04 6.120498e-01 1.525087e-04
3.548559e+04 6.008676e-01 1.504997e-04
3.549308e+04 5.898896e-01 1.485181e-04
3.550054e+04 5.791123e-01 1.465633e-04
3.550795e+04 5.685318e-01 1.446343e-04
3.551533e+04 5.581446e-01 1.427307e-04
3.552267e+04 5.479472e-01 1.408522e-04
3.552997e+04 5.379362e-01 1.389986e-04
3.553723e+04 5.281080e-01 1.371693e-04
3.554446e+04 5.184594e-01 1.353642e-04
3.555165e+04 5.089870e-01 1.335829e-04
3.555880e+04 4.996877e-01 1.318251e-04
3.556591e+04 4.905584e-01 1.300904e-04
3.557299e+04 4.815958e-01 1.283786e-04
3.558003e+04 4.727970e-01 1.266894e-04
3.558703e+04 4.641589e-01 1.250225e-04
3.559400e+04 4.556786e-01 1.233776e-04
3.560093e+04 4.473533e-01 1.217543e-04
3.560783e+04 4.391801e-01 1.201525e-04
3.561469e+04 4.311562e-01 1.185717e-04
3.562151e+04 4.232789e-01 1.170118e-04
3.562830e+04 4.155455e-01 1.154725e-04
3.563505e+04 4.079535e-01 1.139534e-04
3.564177e+04 4.005001e-01 1.124544e-04
3.564846e+04 3.931829e-01 1.109752e-04
3.565511e+04 3.859994e-01 1.095154e-04
3.566172e+04 3.789471e-01 1.080749e-04
3.566830e+04 3.720237e-01 1.066533e-04
3.567485e+04 3.652267e-01 1.052505e-04
3.568136e+04 3.585540e-01 1.038662e-04
3.568784e+04 3.520031e-01 1.025001e-04
3.569428e+04 3.455720e-01 1.011520e-04
3.570070e+04 3.392583e-01 9.982174e-05
3.570707e+04 3.330600e-01 9.850895e-05
3.571342e+04 3.269750e-01 9.721347e-05
3.571973e+04 3.210011e-01 9.593505e-05
3.572601e+04 3.151363e-01 9.467348e-05
3.573226e+04 3.093788e-01 9.342853e-05
3.573847e+04 3.037264e-01 9.219998e-05
3.574465e+04 2.981772e-01 9.098762e-05
3.575080e+04 2.927295e-01 8.979123e-05
3.575692e+04 2.873813e-01 8.861059e-05
3.576301e+04 2.821308e-01 8.744551e-05
3.576906e+04 2.769762e-01 8.629578e-05
3.577509e+04 2.719158e-01 8.516119e-05
3.578108e+04 2.669478e-01 8.404154e-05
3.578704e+04 2.620707e-01 8.293664e-05
3.579297e+04 2.572826e-01 8.184629e-05
3.579887e+04 2.525820e-01 8.077030e-05
3.580474e+04 2.479673e-01 7.970849e-05
3.581058e+04 2.434369e-01 7.866065e-05
3.581639e+04 2.389893e-01 7.762662e-05
3.582216e+04 2.346229e-01 7.660620e-05
3.582791e+04 2.303363e-01 7.559921e-05
3.583363e+04 2.261280e-01 7.460549e-05
3.583932e+04 2.219966e-01 7.362485e-05
3.584498e+04 2.179407e-01 7.265712e-05
3.585061e+04 2.139589e-01 7.170214e-05
3.585621e+04 2.100498e-01 7.075972e-05
3.586178e+04 2.062122e-01 6.982972e-05
3.586732e+04 2.024447e-01 6.891195e-05
3.587283e+04 1.987460e-01 6.800627e-05
3.587832e+04 1.951148e-01 6.711251e-05
3.588377e+04 1.915501e-01 6.623052e-05
3.588920e+04 1.880504e-01 6.536014e-05
3.589460e+04 1.846147e-01 6.450121e-05
3.589997e+04 1.812418e-01 6.365359e-05
3.590532e+04 1.779304e-01 6.281712e-05
3.591063e+04 1.746796e-01 6.199167e-05
3.591592e+04 1.714882e-01 6.117707e-05
3.592118e+04 1.683551e-01 6.037320e-05
3.592641e+04 1.652792e-01 5.957991e-05
3.593162e+04 1.622595e-01 5.879706e-05
3.593680e+04 1.592950e-01 5.802451e-05
3.594195e+04 1.563847e-01 5.726212e-05
3.594708e+04 1.535275e-01 5.650977e-05
3.595218e+04 1.507225e-01 5.576731e-05
3.595725e+04 1.479688e-01 5.503463e-05
3.596229e+04 1.452654e-01 5.431159e-05
3.596731e+04 1.426114e-01 5.359805e-05
3.597231e+04 1.400058e-01 5.289391e-05
3.597727e+04 1.374479e-01 5.219903e-05
3.598222e+04 1.349367e-01 5.151329e-05
3.598713e+04 1.324714e-01 5.083658e-05
3.599202e+04 1.300511e-01 5.016876e-05
3.599689e+04 1.276751e-01 4.950973e-05
3.600173e+04 1.253424e-01 4.885937e-05
3.600654e+04 1.230524e-01 4.821757e-05
3.601133e+04 1.208042e-01 4.758420e-05
3.601610e+04 1.185971e-01 4.695917e-05
3.602083e+04 1.164303e-01 4.634236e-05
3.602555e+04 1.143031e-01 4.573366e-05
3.603024e+04 1.122148e-01 4.513296e-05
3.603491e+04 1.101646e-01 4.454017e-05
3.603955e+04 1.081519e-01 4.395517e-05
3.604417e+04 1.061759e-01 4.337786e-05
3.604876e+04 1.042361e-01 4.280815e-05
3.605333e+04 1.023317e-01 4.224593e-05
3.605788e+04 1.004620e-01 4.169110e-05
3.606240e+04 9.862658e-02 4.114356e-05
3.606690e+04 9.682466e-02 4.060323e-05
3.607137e+04 9.505566e-02 4.007000e-05
3.607582e+04 9.331898e-02 3.954378e-05
3.608025e+04 9.161402e-02 3.902448e-05
3.608466e+04 8.994022e-02 3.851200e-05
3.608904e+04 8.829700e-02 3.800626e-05
3.609340e+04 8.668380e-02 3.750718e-05
3.609774e+04 8.510007e-02 3.701465e-05
3.610205e+04 8.354528e-02 3.652859e-05
3.610635e+04 8.201889e-02 3.604893e-05
3.611061e+04 8.052040e-02 3.557557e-05
3.611486e+04 7.904928e-02 3.510843e-05
3.611909e+04 7.760503e-02 3.464743e-05
3.612329e+04 7.618718e-02 3.419249e-05
3.612747e+04 7.479523e-02 3.374353e-05
3.613163e+04 7.342870e-02 3.330047e-05
3.613577e+04 7.208715e-02 3.286323e-05
3.613989e+04 7.077011e-02 3.243174e-05
3.614398e+04 6.947713e-02 3.200591e-05
3.614806e+04 6.820777e-02 3.158569e-05
3.615211e+04 6.696160e-02 3.117098e-05
3.615614e+04 6.573820e-02 3.076172e-05
3.616015e+04 6.453715e-02 3.035785e-05
3.616414e+04 6.335805e-02 2.995927e-05
3.616811e+04 6.220049e-02 2.956593e-05
3.617206e+04 6.106408e-02 2.917776e-05
3.617599e+04 5.994843e-02 2.879469e-05
3.617989e+04 5.885316e-02 2.841665e-05
3.618378e+04 5.777790e-02 2.804358e-05
3.618765e+04 5.672229e-02 2.767541e-05
3.619149e+04 5.568596e-02 2.731207e-05
3.619532e+04 5.466857e-02 2.695351e-05
3.619913e+04 5.366977e-02 2.659965e-05
3.620291e+04 5.268921e-02 2.625044e-05
3.620668e+04 5.172657e-02 2.590582e-05
3.621043e+04 5.078152e-02 2.556572e-05
3.621415e+04 4.985373e-02 2.523009e-05
3.621786e+04 4.894290e-02 2.489887e-05
3.622155e+04 4.804870e-02 2.457199e-05
3.622522e+04 4.717085e-02 2.424941e-05
3.622887e+04 4.630903e-02 2.393106e-05
3.623250e+04 4.546295e-02 2.361689e-05
3.623612e+04 4.463234e-02 2.330685e-05
3.623971e+04 4.381690e-02 2.300088e-05
3.624329e+04 4.301636e-02 2.269892e-05
3.624684e+04 4.223044e-02 2.240092e-05
3.625038e+04 4.145888e-02 2.210684e-05
3.625390e+04 4.070142e-02 2.181662e-05
3.625740e+04 3.995780e-02 2.153020e-05
3.626088e+04 3.922777e-02 2.124754e-05
3.626435e+04 3.851107e-02 2.096860e-05
3.626780e+04 3.780747e-02 2.069331e-05
3.627122e+04 3.711672e-02 2.042164e-05
3.627463e+04 3.643859e-02 2.015353e-05
3.627803e+04 3.577285e-02 1.988893e-05
3.628140e+04 3.511928e-02 1.962781e-05
3.628476e+04 3.447764e-02 1.937012e-05
3.628810e+04 3.384773e-02 1.911580e-05
3.629142e+04 3.322933e-02 1.886482e-05
3.629473e+04 3.262222e-02 1.861713e-05
3.629802e+04 3.202621e-02 1.837269e-05
3.630129e+04 3.144108e-02 1.813146e-05
3.630454e+04 3.086665e-02 1.789339e-05
3.630778e+04 3.030271e-02 1.765844e-05
3.631100e+04 2.974908e-02 1.742657e-05
3.631421e+04 2.920556e-02 1.719774e-05
3.631739e+04 2.867196e-02 1.697191e-05
3.632056e+04 2.814812e-02 1.674904e-05
3.632372e+04 2.763385e-02 1.652910e-05
3.632686e+04 2.712898e-02 1.631203e-05
3.632998e+04 2.663333e-02 1.609782e-05
3.633308e+04 2.614673e-02 1.588640e-05
3.633617e+04 2.566903e-02 1.567776e-05
3.633924e+04 2.520005e-02 1.547186e-05
3.634230e+04 2.473964e-02 1.526865e-05
3.634534e+04 2.428764e-02 1.506810e-05
3.634837e+04 2.384390e-02 1.487018e-05
3.635137e+04 2.340827e-02 1.467485e-05
3.635437e+04 2.298060e-02 1.448208e-05
3.635735e+04 2.256074e-02 1.429184e-05
3.636031e+04 2.214855e-02 1.410408e-05
3.636326e+04 2.174389e-02 1.391879e-05
3.636619e+04 2.134663e-02 1.373592e-05
3.636910e+04 2.095662e-02 1.355545e-05
3.637201e+04 2.057374e-02 1.337734e-05
3.637489e+04 2.019786e-02 1.320156e-05
3.637776e+04 1.982884e-02 1.302808e-05
3.638062e+04 1.946656e-02 1.285687e-05
3.638346e+04 1.911091e-02 1.268790e-05
3.638629e+04 1.876175e-02 1.252611e-05
3.638910e+04 1.841897e-02 1.236184e-05
3.639189e+04 1.808245e-02 1.219971e-05
3.639468e+04 1.775208e-02 1.203971e-05
3.639744e+04 1.742775e-02 1.188181e-05
3.640020e+04 1.710934e-02 1.172599e-05
3.640293e+04 1.679675e-02 1.157220e-05
3.640566e+04 1.648987e-02 1.142044e-05
3.640837e+04 1.618860e-02 1.127067e-05
3.641106e+04 1.589283e-02 1.112286e-05
3.641375e+04 1.560246e-02 1.097700e-05
3.641641e+04 1.531740e-02 1.083305e-05
3.641907e+04 1.503755e-02 1.069099e-05
3.642171e+04 1.476281e-02 1.055079e-05
3.642433e+04 1.449310e-02 1.041243e-05
3.642694e+04 1.422830e-02 1.027589e-05
3.642954e+04 1.396835e-02 1.014114e-05
3.643213e+04 1.371315e-02 1.000816e-05
3.643470e+04 1.346261e-02 9.876921e-06
3.643726e+04 1.321664e-02 9.747407e-06
3.643980e+04 1.297517e-02 9.619593e-06
3.644233e+04 1.273811e-02 9.493456e-06
3.644485e+04 1.250539e-02 9.368974e-06
3.644736e+04 1.227691e-02 9.246125e-06
3.644985e+04 1.205261e-02 9.124889e-06
3.645233e+04 1.183241e-02 9.005243e-06
3.645479e+04 1.161623e-02 8.887168e-06
3.645725e+04 1.140400e-02 8.770642e-06
3.645969e+04 1.119564e-02 8.655644e-06
3.646211e+04 1.099110e-02 8.542156e-06
3.646453e+04 1.079029e-02 8.430157e-06
3.646693e+04 1.059315e-02 8.319627e-06
3.646932e+04 1.039961e-02 8.210547e-06
3.647170e+04 1.020961e-02 8.102899e-06
3.647406e+04 1.002308e-02 7.996663e-06
3.647641e+04 9.839952e-03 7.891821e-06
3.647875e+04 9.660175e-03 7.788354e-06
3.648108e+04 9.483682e-03 7.686245e-06
3.648340e+04 9.310413e-03 7.585475e-06
3.648570e+04 9.140311e-03 7.486028e-06
3.648799e+04 8.973316e-03 7.387885e-06
3.649027e+04 8.809372e-03 7.291029e-06
3.649254e+04 8.648423e-03 7.195445e-06
3.649479e+04 8.490415e-03 7.101114e-06
3.649704e+04 8.335294e-03 7.008020e-06
3.649927e+04 8.183007e-03 6.916148e-06
3.650149e+04 8.033502e-03 6.825481e-06
3.650370e+04 7.886729e-03 6.736004e-06
3.650590e+04 7.742637e-03 6.647700e-06
3.650808e+04 7.601178e-03 6.560554e-06
3.651026e+04 7.462303e-03 6.474552e-06
3.651242e+04 7.325965e-03 6.389677e-06
3.651457e+04 7.192119e-03 6.305916e-06
3.651671e+04 7.060718e-03 6.223254e-06
3.651884e+04 6.931717e-03 6.141676e-06
3.652096e+04 6.805074e-03 6.061168e-06
3.652307e+04 6.680744e-03 5.981716e-06
3.652516e+04 6.558686e-03 5.903305e-06
3.652725e+04 6.438857e-03 5.825924e-06
3.652932e+04 6.321218e-03 5.749557e-06
3.653138e+04 6.205729e-03 5.674192e-06
3.653344e+04 6.092349e-03 5.599815e-06
3.653548e+04 5.981041e-03 5.526413e-06
3.653751e+04 5.871766e-03 5.453975e-06
3.653953e+04 5.764488e-03 5.382486e-06
3.654154e+04 5.659170e-03 5.311935e-06
3.654354e+04 5.555776e-03 5.242309e-06
3.654553e+04 5.454271e-03 5.173596e-06
3.654751e+04 5.354621e-03 5.105784e-06
3.654947e+04 5.256791e-03 5.038861e-06
3.655143e+04 5.160749e-03 4.972816e-06
3.655338e+04 5.066461e-03 4.907637e-06
3.655532e+04 4.973896e-03 4.843313e-06
3.655724e+04 4.883022e-03 4.779832e-06
3.655916e+04 4.793808e-03 4.717183e-06
3.656107e+04 4.706225e-03 4.655356e-06
3.656297e+04 4.620241e-03 4.594340e-06
3.656485e+04 4.535829e-03 4.534123e-06
3.656673e+04 4.452959e-03 4.474696e-06
3.656860e+04 4.371602e-03 4.416049e-06
3.657046e+04 4.291732e-03 4.358170e-06
3.657230e+04 4.213322e-03 4.301050e-06
3.657414e+04 4.136344e-03 4.244679e-06
3.657597e+04 4.060772e-03 4.189047e-06
3.657779e+04 3.986581e-03 4.134144e-06
3.657960e+04 3.913746e-03 4.079961e-06
3.658140e+04 3.842241e-03 4.026488e-06
3.658319e+04 3.772042e-03 3.973716e-06
3.658497e+04 3.703127e-03 3.921636e-06
3.658675e+04 3.635470e-03 3.870239e-06
3.658851e+04 3.569049e-03 3.819515e-06
3.659026e+04 3.503842e-03 3.769456e-06
3.659201e+04 3.439826e-03 3.720054e-06
3.659374e+04 3.376980e-03 3.671299e-06
3.659547e+04 3.315282e-03 3.623183e-06
3.659718e+04 3.254712e-03 3.575697e-06
3.659889e+04 3.195248e-03 3.528834e-06
3.660059e+04 3.136870e-03 3.482585e-06
3.660228e+04 3.079559e-03 3.436942e-06
3.660396e+04 3.023295e-03 3.391898e-06
3.660564e+04 2.968059e-03 3.347443e-06
3.660730e+04 2.913832e-03 3.303572e-06
3.660896e+04 2.860596e-03 3.260275e-06
3.661060e+04 2.808332e-03 3.217545e-06
3.661224e+04 2.757023e-03 3.175375e-06
3.661387e+04 2.706652e-03 3.133758e-06
3.661549e+04 2.657201e-03 3.092686e-06
3.661710e+04 2.608654e-03 3.052153e-06
3.661871e+04 2.560993e-03 3.012150e-06
3.662030e+04 2.514203e-03 2.972671e-06
3.662189e+04 2.468268e-03 2.933710e-06
3.662347e+04 2.423173e-03 2.895259e-06
3.662504e+04 2.378901e-03 2.857312e-06
3.662660e+04 2.335438e-03 2.819861e-06
3.662816e+04 2.292769e-03 2.782902e-06
3.662970e+04 2.250880e-03 2.746426e-06
3.663124e+04 2.209756e-03 2.710428e-06
3.663277e+04 2.169384e-03 2.674902e-06
3.663429e+04 2.129749e-03 2.639841e-06
3.663581e+04 2.090838e-03 2.605239e-06
3.663731e+04 2.052638e-03 2.571090e-06
3.663881e+04 2.015136e-03 2.537389e-06
3.664030e+04 1.978319e-03 2.504128e-06
3.664178e+04 1.942175e-03 2.471303e-06
3.664326e+04 1.906691e-03 2.438908e-06
3.664473e+04 1.871855e-03 2.406938e-06
3.664619e+04 1.837656e-03 2.375385e-06
3.664764e+04 1.804082e-03 2.344246e-06
3.664908e+04 1.771121e-03 2.313515e-06
3.665052e+04 1.738762e-03 2.283185e-06
3.665195e+04 1.706995e-03 2.253253e-06
3.665337e+04 1.675808e-03 2.223712e-06
3.665478e+04 1.645191e-03 2.194558e-06
3.665619e+04 1.615133e-03 2.165786e-06
3.665759e+04 1.585624e-03 2.137390e-06
3.665898e+04 1.556654e-03 2.109366e-06
3.666037e+04 1.528214e-03 2.081708e-06
3.666175e+04 1.500293e-03 2.054413e-06
3.666312e+04 1.472883e-03 2.027474e-06
3.666448e+04 1.445973e-03 2.000888e-06
3.666584e+04 1.419555e-03 1.974650e-06
3.666718e+04 1.393619e-03 1.948754e-06
3.666853e+04 1.368158e-03 1.923198e-06
3.666986e+04 1.343161e-03 1.897976e-06
3.667119e+04 1.318621e-03 1.873083e-06
3.667251e+04 1.294530e-03 1.848517e-06
3.667383e+04 1.270879e-03 1.824271e-06
3.667513e+04 1.247660e-03 1.800342e-06
3.667643e+04 1.224865e-03 1.776727e-06
3.667773e+04 1.202486e-03 1.753420e-06
3.667901e+04 1.180517e-03 1.730417e-06
3.668029e+04 1.158948e-03 1.707726e-06
3.668157e+04 1.137774e-03 1.685355e-06
3.668283e+04 1.116987e-03 1.663277e-06
3.668410e+04 1.096579e-03 1.641489e-06
3.668535e+04 1.076545e-03 1.619986e-06
3.668660e+04 1.056876e-03 1.598765e-06
3.668784e+04 1.037567e-03 1.577821e-06
3.668907e+04 1.018610e-03 1.557153e-06
3.669030e+04 1.000000e-03 1.536755e-06
